522,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582,582
526,525,495,501,499,499,498,505,633,627,556,530,518,512,508,504,502,500,628,657,561,533,520,513,508,505,503,501,613,651,571,537,523,514,510,506,503,500,594,645,585,543,526,516,521,499,503,502,568,639,603,549,527,515,511,507,503,501,530,635,631,555,529,519,511,506,504,502,500,629,657,564,532,519,513,508,504,501,500,615,652,573,538,522,513,508,504,502,500,596,646,588,542,524,515,509,506,502,499,574,639,605,546,527,517,510,505,503,501,534,635,631,557,530,518,512,507,503,501,499,631,658,563,534,520,512,507,504,501,499,616,652,573,537,523,513,507,504,510,495,607,651,604,556,538,527,520,516,513,510,606,654,639,571,545,533,525,519,525,505,587,650,670,576,549,533,525,520,516,512,548,644,668,591,554,538,528,522,517,514,511,639,666,610,562,543,531,524,519,515,512,628,661,625,568,544,533,525,520,516,513,612,656,643,572,546,534,525,520,515,512,587,650,670,576,548,533,525,520,516,512,548,644,668,591,554,538,527,522,518,513,511,639,666,610,563,543,532,524,519,515,512,628,661,649,565,547,538,530,526,523,520,632,666,682,592,563,548,538,532,528,524,622,663,680,607,600,541,540,533,528,524,601,658,677,619,575,556,544,535,530,526,575,654,676,638,583,559,547,538,531,527,526,651,675,666,593,565,550,540,534,529,525,639,670,684,598,566,550,541,533,528,525,623,664,681,608,572,553,542,535,529,526,603,658,678,621,576,557,544,536,529,525,574,653,675,639,582,558,544,534,527,523,538,650,673,669,590,564,548,539,532,527,524,641,671,686,601,569,552,542,535,529,525,625,665,682,610,572,554,543,534,529,526,603,658,679,621,576,555,543,536,530,526,574,653,676,640,583,560,546,538,531,526,531,650,674,668,592,564,549,539,533,528,523,640,670,684,597,568,551,540,533,528,525,624,664,681,609,571,552,541,535,528,525,605,659,678
